ID,Gene.symbol,Gene.title
ILMN_1654566,HSPA1L,heat shock protein family A (Hsp70) member 1 like
ILMN_3246315,,
ILMN_2119123,GRPR,gastrin releasing peptide receptor
ILMN_1893972,,
ILMN_1849117,,
ILMN_1727205,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like
ILMN_2375557,SCMH1,sex comb on midleg homolog 1 (Drosophila)
ILMN_2240009,ADSSL1,adenylosuccinate synthase like 1
ILMN_1678173,KHK,ketohexokinase
ILMN_1738272,DHX36,DEAH-box helicase 36
ILMN_2385191,QRICH1,glutamine rich 1
ILMN_1757754,SUDS3,"SDS3 homolog, SIN3A corepressor complex component"
ILMN_1736820,HIST1H2BM,"histone cluster 1, H2bm"
ILMN_1660552,BMP5,bone morphogenetic protein 5
ILMN_1912805,,
ILMN_1798187,KAT7,lysine acetyltransferase 7
ILMN_1765019,SACM1L,SAC1 suppressor of actin mutations 1-like (yeast)
ILMN_1688098,TBC1D4,TBC1 domain family member 4
ILMN_1744268,PLEC,plectin
ILMN_2296036,PTPN2,"protein tyrosine phosphatase, non-receptor type 2"
ILMN_1862873,,
ILMN_1866504,,
ILMN_3255699,,
ILMN_1675721,UBE2R2,ubiquitin conjugating enzyme E2 R2
ILMN_1848556,,
ILMN_1770865,TRIM46,tripartite motif containing 46
ILMN_1717639,SIK1,salt inducible kinase 1
ILMN_1719661,MSRB1,methionine sulfoxide reductase B1
ILMN_1668505,,
ILMN_1722981,TLR5,toll like receptor 5
ILMN_1807535,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
ILMN_2179397,TATDN1,TatD DNase domain containing 1
ILMN_1651692,STK10,serine/threonine kinase 10
ILMN_1681916,KCNA6,potassium voltage-gated channel subfamily A member 6
ILMN_1702973,EVA1A,"eva-1 homolog A, regulator of programmed cell death"
ILMN_2162234,NEK1,NIMA related kinase 1
ILMN_1672205,,
ILMN_1766614,,
ILMN_2222880,SLC25A42,solute carrier family 25 member 42
ILMN_1779280,OTUD3,OTU deubiquitinase 3
ILMN_2128668,FOXJ3,forkhead box J3
ILMN_2412380,TSC22D1,TSC22 domain family member 1
ILMN_1670238,CDC45,cell division cycle 45
ILMN_3245907,FAM160B2,family with sequence similarity 160 member B2
ILMN_1660723,RDH13,retinol dehydrogenase 13
ILMN_1719811,REM1,RRAD and GEM like GTPase 1
ILMN_1655654,MPDU1,mannose-P-dolichol utilization defect 1
ILMN_2163306,FAM120A,family with sequence similarity 120A
ILMN_2169856,C12orf43,chromosome 12 open reading frame 43
ILMN_2258689,SORBS1,sorbin and SH3 domain containing 1
ILMN_1765547,IRF2,interferon regulatory factor 2
ILMN_3241869,SCARNA6,small Cajal body-specific RNA 6
ILMN_2307740,,
ILMN_1718353,,
ILMN_1778764,BUB3,"BUB3, mitotic checkpoint protein"
ILMN_1718352,,
ILMN_1731086,ISL2,ISL LIM homeobox 2
ILMN_2155719,NBPF10,neuroblastoma breakpoint family member 10
ILMN_2094360,NR2F2,nuclear receptor subfamily 2 group F member 2
ILMN_1668839,ACOX1,acyl-CoA oxidase 1
ILMN_1809477,CARHSP1,calcium regulated heat stable protein 1
ILMN_1811327,,
ILMN_1677887,PMS2,"PMS1 homolog 2, mismatch repair system component"
ILMN_1896420,,
ILMN_1900661,,
ILMN_1727078,MIEN1,migration and invasion enhancer 1
ILMN_1668928,,
ILMN_1787539,ZNF177,zinc finger protein 177
ILMN_1658607,,
ILMN_1792663,,
ILMN_1720158,ETS2,"ETS proto-oncogene 2, transcription factor"
ILMN_1748009,,
ILMN_1883745,LINC01293,long intergenic non-protein coding RNA 1293
ILMN_2057768,SLC35D1,solute carrier family 35 member D1
ILMN_1712936,PAXBP1,PAX3 and PAX7 binding protein 1
ILMN_2415536,SIPA1,signal-induced proliferation-associated 1
ILMN_3310080,MIR614,microRNA 614
ILMN_1725075,,
ILMN_1713037,PFKL,"phosphofructokinase, liver type"
ILMN_1801377,SLC29A4,solute carrier family 29 member 4
ILMN_1809456,CNTFR,ciliary neurotrophic factor receptor
ILMN_1899404,ROR1,receptor tyrosine kinase like orphan receptor 1
ILMN_1663364,HGH1,HGH1 homolog
ILMN_1747102,ZP3,zona pellucida glycoprotein 3 (sperm receptor)
ILMN_1911608,,
ILMN_1793919,KCNT2,potassium sodium-activated channel subfamily T member 2
ILMN_2338116,TRAF5,TNF receptor associated factor 5
ILMN_1713838,,
ILMN_1753196,PTTG1,pituitary tumor-transforming 1
ILMN_1795181,DDX60,DEXD/H-box helicase 60
ILMN_1689142,,
ILMN_1666007,TRAPPC6B,trafficking protein particle complex 6B
ILMN_1713402,FAM160A2,family with sequence similarity 160 member A2
ILMN_2345564,TGM5,transglutaminase 5
ILMN_2155272,PIF1,PIF1 5'-to-3' DNA helicase
ILMN_2321931,DCLRE1C,DNA cross-link repair 1C
ILMN_1694980,NAGLU,N-acetyl-alpha-glucosaminidase
ILMN_1712774,IRS4,insulin receptor substrate 4
ILMN_1737663,,
ILMN_1663381,TRAF3IP2,TRAF3 interacting protein 2
ILMN_3200384,,
ILMN_1689578,TLR3,toll like receptor 3
ILMN_1710652,MTMR8,myotubularin related protein 8
ILMN_1789244,SOX8,SRY-box 8
ILMN_3269537,,
ILMN_1674228,,
ILMN_1680587,,
ILMN_1733295,,
ILMN_1801257,CENPA,centromere protein A
ILMN_1839229,,
ILMN_1716925,FSIP1,fibrous sheath interacting protein 1
ILMN_1762835,HELZ,helicase with zinc finger
ILMN_1782730,ZNF473,zinc finger protein 473
ILMN_3308673,MIR624,microRNA 624
ILMN_1686920,CCDC58,coiled-coil domain containing 58
ILMN_1820767,ZEB2,zinc finger E-box binding homeobox 2
ILMN_2298051,,
ILMN_1755818,BGLAP,bone gamma-carboxyglutamate protein
ILMN_2131293,ALG1L,"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like"
ILMN_1765445,OR51Q1,olfactory receptor family 51 subfamily Q member 1 (gene/pseudogene)
ILMN_1694140,AFAP1L1,actin filament associated protein 1 like 1
ILMN_3297503,,
ILMN_3246793,OOEP,oocyte expressed protein
ILMN_1715255,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
ILMN_1825426,,
ILMN_1714850,ECD,ecdysoneless cell cycle regulator
ILMN_2252495,UBE2L6,ubiquitin conjugating enzyme E2 L6
ILMN_1704537,PHGDH,phosphoglycerate dehydrogenase
ILMN_2105923,RHNO1,RAD9-HUS1-RAD1 interacting nuclear orphan 1
ILMN_1780334,KCNJ2,potassium voltage-gated channel subfamily J member 2
ILMN_2358760,HPN,hepsin
ILMN_1701837,KLHL2,kelch like family member 2
ILMN_2351902,SMN1,"survival of motor neuron 1, telomeric"
ILMN_1743203,OR51G2,olfactory receptor family 51 subfamily G member 2
ILMN_1866460,,
ILMN_3233445,,
ILMN_3251467,LRRC58,leucine rich repeat containing 58
ILMN_1683415,CAMK2D,calcium/calmodulin dependent protein kinase II delta
ILMN_1716397,LAYN,layilin
ILMN_3250752,,
ILMN_2171649,CGB2,chorionic gonadotropin beta subunit 2
ILMN_2286400,CAPS,calcyphosine
ILMN_2092536,HSPE1,heat shock protein family E (Hsp10) member 1
ILMN_1890002,,
ILMN_1721651,,
ILMN_3246328,PTH1R,parathyroid hormone 1 receptor
ILMN_3246409,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1 (H)
ILMN_1698728,FGD4,"FYVE, RhoGEF and PH domain containing 4"
ILMN_3275345,,
ILMN_1779579,TUB,tubby bipartite transcription factor
ILMN_3182768,,
ILMN_1809820,,
ILMN_3274677,,
ILMN_1726574,CACYBP,calcyclin binding protein
ILMN_1814787,ICA1,islet cell autoantigen 1
ILMN_3248811,SNORA27,"small nucleolar RNA, H/ACA box 27"
ILMN_1815656,SERINC3,serine incorporator 3
ILMN_1722369,IMPG1,interphotoreceptor matrix proteoglycan 1
ILMN_3187530,,
ILMN_1685625,UCP2,uncoupling protein 2
ILMN_1736068,CNOT8,CCR4-NOT transcription complex subunit 8
ILMN_1753342,SAT1,spermidine/spermine N1-acetyltransferase 1
ILMN_1813776,OR4D6,olfactory receptor family 4 subfamily D member 6
ILMN_3238554,SNORA80A,"small nucleolar RNA, H/ACA box 80A"
ILMN_1764970,JMJD1C,jumonji domain containing 1C
ILMN_1736026,MMP8,matrix metallopeptidase 8
ILMN_2414007,NME2,NME/NM23 nucleoside diphosphate kinase 2
ILMN_1913498,,
ILMN_2356909,MOSPD3,motile sperm domain containing 3
ILMN_1702806,PDCL3,phosducin like 3
ILMN_2254943,PABPN1L,"poly(A) binding protein nuclear 1 like, cytoplasmic"
ILMN_2141941,TOR1AIP1,torsin 1A interacting protein 1
ILMN_1810214,JUND,"JunD proto-oncogene, AP-1 transcription factor subunit"
ILMN_3214686,,
ILMN_1721478,,
ILMN_2320574,RGPD5,RANBP2-like and GRIP domain containing 5
ILMN_2404182,DUOX1,dual oxidase 1
ILMN_1667086,AP3M1,adaptor related protein complex 3 mu 1 subunit
ILMN_2141790,HYOU1,hypoxia up-regulated 1
ILMN_3253120,,
ILMN_1660819,ARHGAP11B,Rho GTPase activating protein 11B
ILMN_2225595,ACAD8,acyl-CoA dehydrogenase family member 8
ILMN_3192836,,
ILMN_1715214,PTPN7,"protein tyrosine phosphatase, non-receptor type 7"
ILMN_1744912,CTTN,cortactin
ILMN_1665632,POU5F1,POU class 5 homeobox 1
ILMN_1804812,ANAPC1,anaphase promoting complex subunit 1
ILMN_1786852,ZCCHC3,zinc finger CCHC-type containing 3
ILMN_3236928,LAMTOR2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
ILMN_1785610,,
ILMN_1808568,PYCR2,pyrroline-5-carboxylate reductase family member 2
ILMN_2375418,DPH2,DPH2 homolog
ILMN_1740010,PCNX1,pecanex homolog 1 (Drosophila)
ILMN_1688625,AIM1,absent in melanoma 1
ILMN_1690826,TNKS1BP1,tankyrase 1 binding protein 1
ILMN_1680220,GEN1,"GEN1, Holliday junction 5' flap endonuclease"
ILMN_1783546,NAXD,NAD(P)HX dehydratase
ILMN_1660787,SUCLA2,succinate-CoA ligase ADP-forming beta subunit
ILMN_2221808,DGCR5,DiGeorge syndrome critical region gene 5 (non-protein coding)
ILMN_1657771,CRTC2,CREB regulated transcription coactivator 2
ILMN_3246850,,
ILMN_1730825,SGO1,shugoshin 1
ILMN_1684591,ZSCAN32,zinc finger and SCAN domain containing 32
ILMN_2388070,TMEM44,transmembrane protein 44
ILMN_1754798,KSR1,kinase suppressor of ras 1
ILMN_1782292,LAMP1,lysosomal associated membrane protein 1
ILMN_1684306,S100A4,S100 calcium binding protein A4
ILMN_1779517,RASEF,RAS and EF-hand domain containing
ILMN_2121389,ACOT1,acyl-CoA thioesterase 1
ILMN_3240177,LLPH,"LLP homolog, long-term synaptic facilitation"
ILMN_1657111,AHNAK2,AHNAK nucleoprotein 2
ILMN_2333594,SUMO2,small ubiquitin-like modifier 2
ILMN_2356694,VPS13D,vacuolar protein sorting 13 homolog D
ILMN_3246845,,
ILMN_1710937,IFI16,interferon gamma inducible protein 16
ILMN_2356441,CACNG6,calcium voltage-gated channel auxiliary subunit gamma 6
ILMN_1797942,,
ILMN_1746945,CSMD1,CUB and Sushi multiple domains 1
ILMN_3287972,,
ILMN_1785570,SUSD3,sushi domain containing 3
ILMN_2270845,WDR74,WD repeat domain 74
ILMN_1756220,DDX18,DEAD-box helicase 18
ILMN_1699987,MANEA,mannosidase endo-alpha
ILMN_1753341,,
ILMN_3308753,SNORD114-1,"small nucleolar RNA, C/D box 114-1"
ILMN_1698419,NCOR2,nuclear receptor corepressor 2
ILMN_1777461,CCR2,C-C motif chemokine receptor 2
ILMN_1885629,,
ILMN_3238740,CENPBD1,CENPB DNA-binding domain containing 1
ILMN_2401878,,
ILMN_1773352,CCL5,C-C motif chemokine ligand 5
ILMN_1658304,CCER2,coiled-coil glutamate rich protein 2
ILMN_2330552,,
ILMN_1878350,,
ILMN_1743673,,
ILMN_3237655,,
ILMN_1663497,MXI1,"MAX interactor 1, dimerization protein"
ILMN_1661332,,
ILMN_1756982,CLIC1,chloride intracellular channel 1
ILMN_1719909,,
ILMN_1780669,,
ILMN_1743643,ZXDC,ZXD family zinc finger C
ILMN_3237022,,
ILMN_1715607,CHMP4A,charged multivesicular body protein 4A
ILMN_1761490,ZNF75D,zinc finger protein 75D
ILMN_2142815,RPL35,ribosomal protein L35
ILMN_1729417,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
ILMN_3244014,,
ILMN_1684401,FMO1,flavin containing monooxygenase 1
ILMN_1880905,TUSC7,tumor suppressor candidate 7 (non-protein coding)
ILMN_1782076,EPHA3,EPH receptor A3
ILMN_1752947,COPRS,coordinator of PRMT5 and differentiation stimulator
ILMN_1777881,TSPAN17,tetraspanin 17
ILMN_1665323,,
ILMN_1687612,PPARG,peroxisome proliferator activated receptor gamma
ILMN_1748438,POLR2G,RNA polymerase II subunit G
ILMN_1801403,DCUN1D4,defective in cullin neddylation 1 domain containing 4
ILMN_1725387,TMEM200A,transmembrane protein 200A
ILMN_1762080,JMY,"junction mediating and regulatory protein, p53 cofactor"
ILMN_1808566,MFSD13A,major facilitator superfamily domain containing 13A
ILMN_2087080,RPL5,ribosomal protein L5
ILMN_1666173,TCF20,transcription factor 20
ILMN_1766418,SDHAP1,succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
ILMN_1789109,,
ILMN_2279873,WHAMM,"WAS protein homolog associated with actin, golgi membranes and microtubules"
ILMN_1801610,,
ILMN_3235789,BPY2C,"basic charge, Y-linked, 2C"
ILMN_3270479,,
ILMN_3246071,PRR20C,proline rich 20C
ILMN_1714809,RPIA,ribose 5-phosphate isomerase A
ILMN_1801118,SNRNP25,small nuclear ribonucleoprotein U11/U12 subunit 25
ILMN_1738854,CACHD1,cache domain containing 1
ILMN_1673880,,
ILMN_1662719,GPBP1L1,GC-rich promoter binding protein 1 like 1
ILMN_1727670,,
ILMN_2199389,VIPR1,vasoactive intestinal peptide receptor 1
ILMN_1660168,,
ILMN_1893667,,
ILMN_1690696,OR5A2,olfactory receptor family 5 subfamily A member 2
ILMN_1789351,SUV39H2,suppressor of variegation 3-9 homolog 2
ILMN_2133638,CTDNEP1,CTD nuclear envelope phosphatase 1
ILMN_2353276,UPK3B,uroplakin 3B
ILMN_1808811,SBNO2,strawberry notch homolog 2
ILMN_1895164,,
ILMN_1698213,RBM3,"RNA binding motif (RNP1, RRM) protein 3"
ILMN_1678962,DFFB,DNA fragmentation factor subunit beta
ILMN_1744962,,
ILMN_3310725,,
ILMN_1767446,RNF150,ring finger protein 150
ILMN_2117240,DCK,deoxycytidine kinase
ILMN_1805658,LTV1,LTV1 ribosome biogenesis factor
ILMN_1656537,SNRPN,small nuclear ribonucleoprotein polypeptide N
ILMN_1741701,,
ILMN_1775742,RNF128,"ring finger protein 128, E3 ubiquitin protein ligase"
ILMN_1785785,NCOA1,nuclear receptor coactivator 1
ILMN_1718182,THRA,"thyroid hormone receptor, alpha"
ILMN_2393149,ALOX15B,"arachidonate 15-lipoxygenase, type B"
ILMN_2234697,BEX1,brain expressed X-linked 1
ILMN_1794612,UBA7,ubiquitin like modifier activating enzyme 7
ILMN_1777190,CFD,complement factor D
ILMN_1692617,CABS1,"calcium binding protein, spermatid associated 1"
ILMN_1717854,TRMT11,tRNA methyltransferase 11 homolog
ILMN_3188076,,
ILMN_1747355,CCL3L1,C-C motif chemokine ligand 3 like 1
ILMN_1661301,,
ILMN_1651705,CAT,catalase
ILMN_3237579,ZNF845,zinc finger protein 845
ILMN_1655154,PTBP1,polypyrimidine tract binding protein 1
ILMN_1697665,,
ILMN_1741613,SERINC1,serine incorporator 1
ILMN_3180114,CCDC85C,coiled-coil domain containing 85C
ILMN_1687478,,
ILMN_2354478,CYFIP2,cytoplasmic FMR1 interacting protein 2
ILMN_2358801,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5
ILMN_1837739,,
ILMN_3258027,,
ILMN_1703703,,
ILMN_1794959,SLC35F3,solute carrier family 35 member F3
ILMN_1799569,,
ILMN_2298366,TLR10,toll like receptor 10
ILMN_1690458,,
ILMN_1660302,,
ILMN_3230853,BEND7,BEN domain containing 7
ILMN_3286813,,
ILMN_1795845,CHST8,carbohydrate sulfotransferase 8
ILMN_1720499,,
ILMN_1653203,EFEMP2,EGF containing fibulin like extracellular matrix protein 2
ILMN_1689336,HOXA10,homeobox A10
ILMN_2135798,NR2C2AP,nuclear receptor 2C2 associated protein
ILMN_1849420,,
ILMN_1794885,FRMD5,FERM domain containing 5
ILMN_3311030,MIR185,microRNA 185
ILMN_1690806,HACD2,3-hydroxyacyl-CoA dehydratase 2
ILMN_1658950,,
ILMN_3238283,,
ILMN_1769478,SPATA24,spermatogenesis associated 24
ILMN_1751956,MGST3,microsomal glutathione S-transferase 3
ILMN_1657950,,
ILMN_1741422,FUT8,fucosyltransferase 8
ILMN_3215367,,
ILMN_1805673,ALKBH4,"alkB homolog 4, lysine demethylase"
ILMN_1656184,PI4KAP1,phosphatidylinositol 4-kinase alpha pseudogene 1
ILMN_1714155,,
ILMN_3246247,,
ILMN_1707660,,
ILMN_1888658,,
ILMN_1716335,P2RX6,purinergic receptor P2X 6
ILMN_2103388,ZBTB49,zinc finger and BTB domain containing 49
ILMN_1666679,AHCTF1,AT-hook containing transcription factor 1
ILMN_3245209,MT1IP,"metallothionein 1I, pseudogene"
ILMN_3244415,,
ILMN_1702443,DNMBP,dynamin binding protein
ILMN_3310471,MIR587,microRNA 587
ILMN_1758613,RAPGEFL1,Rap guanine nucleotide exchange factor like 1
ILMN_3197732,,
ILMN_3198247,,
ILMN_1799015,PXMP2,peroxisomal membrane protein 2
ILMN_1780667,POC1A,POC1 centriolar protein A
ILMN_1670719,TPD52L1,tumor protein D52-like 1
ILMN_1707077,SORT1,sortilin 1
ILMN_3221499,ZNF735,zinc finger protein 735
ILMN_1757742,ZRANB1,zinc finger RANBP2-type containing 1
ILMN_1701315,SZT2,seizure threshold 2 homolog (mouse)
ILMN_2060105,PPAN-P2RY11,PPAN-P2RY11 readthrough
ILMN_1790249,F8A1,coagulation factor VIII-associated 1
ILMN_3187210,,
ILMN_3242405,RMRP,RNA component of mitochondrial RNA processing endoribonuclease
ILMN_1654890,LENG8,leukocyte receptor cluster member 8
ILMN_3257884,,
ILMN_1792057,LRP2BP,LRP2 binding protein
ILMN_1720566,WI2-2373I1.2,forkhead box L1-like
ILMN_1712803,CCNB1,cyclin B1
ILMN_2282366,IQSEC3,IQ motif and Sec7 domain 3
ILMN_1787115,WWTR1,WW domain containing transcription regulator 1
ILMN_2393243,GTPBP8,GTP binding protein 8 (putative)
ILMN_2288905,CPEB1,cytoplasmic polyadenylation element binding protein 1
ILMN_1674190,,
ILMN_2225718,CENPE,centromere protein E
ILMN_1651403,,
ILMN_1655780,METTL10,methyltransferase like 10
ILMN_1658290,METTL22,methyltransferase like 22
ILMN_1680937,HIST1H2BC,"histone cluster 1, H2bc"
ILMN_2148847,AKIRIN2,akirin 2
ILMN_1842850,P2RY1,purinergic receptor P2Y1
ILMN_1783026,RNPC3,"RNA binding region (RNP1, RRM) containing 3"
ILMN_1756615,SMURF1,SMAD specific E3 ubiquitin protein ligase 1
ILMN_1689473,ATP6V1H,ATPase H+ transporting V1 subunit H
ILMN_1743371,ABHD1,abhydrolase domain containing 1
ILMN_1728236,SLFN12,schlafen family member 12
ILMN_1699384,PPP2R5D,protein phosphatase 2 regulatory subunit B'delta
ILMN_1684959,ASTN1,astrotactin 1
ILMN_1711361,ZNF319,zinc finger protein 319
ILMN_1773174,,
ILMN_3277307,,
ILMN_1678859,,
ILMN_1715401,MT1G,metallothionein 1G
ILMN_1713752,SERINC3,serine incorporator 3
ILMN_2227133,CMTR1,cap methyltransferase 1
ILMN_1676528,BTN3A2,butyrophilin subfamily 3 member A2
ILMN_1801175,MAP2K3,mitogen-activated protein kinase kinase 3
ILMN_1680313,STX4,syntaxin 4
ILMN_1700328,SCN3B,sodium voltage-gated channel beta subunit 3
ILMN_1654726,,
ILMN_2184535,STYX,serine/threonine/tyrosine interacting protein
ILMN_1676842,BTAF1,B-TFIID TATA-box binding protein associated factor 1
ILMN_1803907,HOXC5,homeobox C5
ILMN_1686555,FYN,"FYN proto-oncogene, Src family tyrosine kinase"
ILMN_1674032,ABCD3,ATP binding cassette subfamily D member 3
ILMN_1737629,ADAM20,ADAM metallopeptidase domain 20
ILMN_1725700,MOV10,Mov10 RISC complex RNA helicase
ILMN_1796847,PITX2,paired like homeodomain 2
ILMN_1811068,CABYR,calcium binding tyrosine phosphorylation regulated
ILMN_2362232,ZNF331,zinc finger protein 331
ILMN_1722200,PRPF40B,pre-mRNA processing factor 40 homolog B
ILMN_1792254,OR5M11,olfactory receptor family 5 subfamily M member 11
ILMN_2068202,BORCS8-MEF2B,BORCS8-MEF2B readthrough
ILMN_2223805,CEP41,centrosomal protein 41
ILMN_1794842,LGALS13,galectin 13
ILMN_1813833,NARFL,nuclear prelamin A recognition factor like
ILMN_1681492,HTR3A,5-hydroxytryptamine receptor 3A
ILMN_2190266,TMEM234,transmembrane protein 234
ILMN_1915432,,
ILMN_1686951,TM6SF2,transmembrane 6 superfamily member 2
ILMN_1726308,ST13P4,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4
ILMN_2250830,SPDYE1,speedy/RINGO cell cycle regulator family member E1
ILMN_1681136,CCDC33,coiled-coil domain containing 33
ILMN_2205882,NSUN7,NOP2/Sun RNA methyltransferase family member 7
ILMN_1754517,,
ILMN_1702824,OR52W1,olfactory receptor family 52 subfamily W member 1
ILMN_1752089,IL17RE,interleukin 17 receptor E
ILMN_2384152,EPS8L3,EPS8 like 3
ILMN_3283444,,
ILMN_1747867,NRG1,neuregulin 1
ILMN_3258321,,
ILMN_3239225,RNY3,"RNA, Ro-associated Y3"
ILMN_1676689,PPT2,palmitoyl-protein thioesterase 2
ILMN_3214761,,
ILMN_1793819,,
ILMN_1666468,ROBO1,roundabout guidance receptor 1
ILMN_1777526,MED20,mediator complex subunit 20
ILMN_1716407,SORBS2,sorbin and SH3 domain containing 2
ILMN_1753500,ARHGAP12,Rho GTPase activating protein 12
ILMN_3238717,KIF4B,kinesin family member 4B
ILMN_3278548,,
ILMN_3249331,,
ILMN_1666652,,
ILMN_1743204,DUSP8,dual specificity phosphatase 8
ILMN_1901506,,
ILMN_1755835,,
ILMN_1680054,LAMB3,laminin subunit beta 3
ILMN_1694686,,
ILMN_2232712,MYO10,myosin X
ILMN_1783040,,
ILMN_1798753,EPPIN,epididymal peptidase inhibitor
ILMN_1743055,NAT1,N-acetyltransferase 1
ILMN_1805158,TAF1A,"TATA-box binding protein associated factor, RNA polymerase I subunit A"
ILMN_1891857,RAB2A,"RAB2A, member RAS oncogene family"
ILMN_1656251,,
ILMN_1681087,SLC7A10,solute carrier family 7 member 10
ILMN_1663149,,
ILMN_1691001,RTN3,reticulon 3
ILMN_3235851,SCARNA9L,small Cajal body-specific RNA 9-like
ILMN_2084506,PPP1R3A,protein phosphatase 1 regulatory subunit 3A
ILMN_1914343,,
ILMN_1687524,KBTBD4,kelch repeat and BTB domain containing 4
ILMN_1736939,UGCG,UDP-glucose ceramide glucosyltransferase
ILMN_2138249,PRSS45,"protease, serine 45"
ILMN_1790973,CDS2,CDP-diacylglycerol synthase 2
ILMN_1726496,SEL1L,SEL1L ERAD E3 ligase adaptor subunit
ILMN_1680239,NUDT9,nudix hydrolase 9
ILMN_1807492,,
ILMN_2054145,PAK1IP1,PAK1 interacting protein 1
ILMN_1698846,SLC8A2,solute carrier family 8 member A2
ILMN_3176894,,
ILMN_1866524,,
ILMN_1676408,TAGAP,T-cell activation RhoGTPase activating protein
ILMN_1804464,,
ILMN_2307978,,
ILMN_2253732,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
ILMN_3240626,,
ILMN_1657874,,
ILMN_1733324,ITGB3,integrin subunit beta 3
ILMN_1672461,SPPL2B,signal peptide peptidase like 2B
ILMN_1694951,,
ILMN_1844692,FOXO3,forkhead box O3
ILMN_2277252,PPFIBP1,PPFIA binding protein 1
ILMN_1807919,TNS1,tensin 1
ILMN_2120247,SLC2A10,solute carrier family 2 member 10
ILMN_1694371,,
ILMN_3239771,DLGAP5,DLG associated protein 5
ILMN_2087303,XKR8,XK related 8
ILMN_3244506,CRSP8P,mediator complex subunit 27 pseudogene
ILMN_1671642,CSNK1A1L,casein kinase 1 alpha 1 like
ILMN_1794595,GAMT,guanidinoacetate N-methyltransferase
ILMN_1768449,PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1
ILMN_3308941,MIR616,microRNA 616
ILMN_1690423,,
ILMN_2366192,FGL1,fibrinogen like 1
ILMN_1752668,DAAM2,dishevelled associated activator of morphogenesis 2
ILMN_1712616,ARMC12,armadillo repeat containing 12
ILMN_1789618,FER,FER tyrosine kinase
