ID,GB_ACC,Gene Symbol
205726_at,NM_006729,DIAPH2
205727_at,NM_007110,TEP1
205728_at,AL022718,TENM1
205729_at,NM_003999,OSMR
205733_at,NM_000057,BLM
205734_s_at,AI990465,AFF3
205736_at,NM_000290,PGAM2
205737_at,NM_004518,KCNQ2
205738_s_at,NM_004102,FABP3
205739_x_at,NM_016220,ZNF107
205741_s_at,NM_001392,DTNA
205742_at,NM_000363,TNNI3
205743_at,NM_003149,STAC
205744_at,NM_003586,DOC2A
205746_s_at,U86755,ADAM17
205747_at,NM_004352,CBLN1
205749_at,NM_000499,CYP1A1
205750_at,NM_004332,BPHL
205751_at,NM_003026,SH3GL2
205752_s_at,NM_000851,GSTM5
205754_at,NM_000506,F2
205755_at,NM_002217,ITIH3
205756_s_at,NM_000132,F8
205757_at,NM_001249,ENTPD5
205758_at,AW006735,CD8A
205759_s_at,NM_004605,SULT2B1
205760_s_at,NM_016821,OGG1
205761_s_at,AW242981,DUS4L
205764_at,NM_002932,CSNK1A1
205765_at,NM_000777,CYP3A5
205766_at,NM_003673,TCAP
205767_at,NM_001432,EREG
205769_at,NM_003645,SLC27A2
205770_at,NM_000637,GSR
205771_s_at,AL137063,AKAP7
205774_at,NM_000505,F12
205775_at,NM_012135,FAM50B
205776_at,NM_001461,FMO5
205777_at,NM_001395,DUSP9
205778_at,NM_005046,KLK7
205779_at,NM_005854,RAMP2
205780_at,NM_001197,BIK
205781_at,NM_004913,VPS9D1
205782_at,NM_002009,FGF7
205784_x_at,NM_001670,ARVCF
205786_s_at,NM_000632,ITGAM
205789_at,NM_001766,CD1D
205790_at,NM_003726,SKAP1
205791_x_at,NM_006300,ZNF230
205792_at,NM_003881,WISP2
205794_s_at,NM_002515,NOVA1
205795_at,NM_004796,NRXN3
205798_at,NM_002185,IL7R
205799_s_at,M95548,SLC3A1
205803_s_at,NM_003304,TRPC1
205805_s_at,NM_005012,ROR1
205806_at,NM_000327,ROM1
205807_s_at,NM_020127,TUFT1
205809_s_at,BE504979,WASL
205811_at,NM_007215,POLG2
205812_s_at,NM_006588,TMED9
205813_s_at,NM_000429,MAT1A
205814_at,NM_000840,GRM3
205815_at,NM_002580,REG3A
205817_at,NM_005982,SIX1
205818_at,NM_014618,BRINP1
205819_at,NM_006770,MARCO
205820_s_at,NM_000040,APOC3
205821_at,NM_007360,KLRC4-KLRK1 /// KLRK1
205824_at,NM_001541,HSPB2
205825_at,NM_000439,PCSK1
205826_at,NM_003970,MYOM2
205827_at,NM_000729,CCK
205828_at,NM_002422,MMP3
205829_at,NM_000413,HSD17B1
205830_at,NM_004362,CLGN
205831_at,NM_001767,CD2
205833_s_at,AI770098,PART1
205837_s_at,BC005319,GYPA
205839_s_at,NM_004758,BZRAP1
205840_x_at,NM_000515,GH1
205841_at,NM_004972,JAK2
205844_at,NM_004666,VNN1
205845_at,NM_021098,CACNA1H
205846_at,NM_002837,PTPRB
205847_at,NM_022119,PRSS22
205848_at,NM_005256,GAS2
205850_s_at,NM_000814,GABRB3
205851_at,BC001808,NME6
205852_at,R51311,CDK5R2
205853_at,NM_015872,ZBTB7B
205854_at,AK024246,TULP3
205855_at,NM_006991,ZNF197
205857_at,AI269290,SLC18A2
205858_at,NM_002507,NGFR
205859_at,NM_004271,LY86
205861_at,NM_003121,SPIB
205863_at,NM_005621,S100A12
205865_at,NM_005224,ARID3A
205866_at,NM_003665,FCN3
205868_s_at,L07527,PTPN11
205869_at,NM_002769,PRSS1 /// PRSS2
205870_at,NM_000623,BDKRB2
205871_at,BC005379,PLGLB1 /// PLGLB2
205873_at,NM_004278,PIGL
205874_at,NM_002220,ITPKA
205876_at,NM_002310,LIFR
205878_at,NM_002702,POU6F1
205880_at,NM_002742,PRKD1
205881_at,NM_003426,ZNF74
205883_at,NM_006006,ZBTB16
205886_at,NM_006507,REG1B
205890_s_at,NM_006398,GABBR1 /// UBD
205891_at,NM_000676,ADORA2B
205892_s_at,NM_001443,FABP1
205894_at,NM_000047,ARSE
205895_s_at,NM_004741,NOLC1
205896_at,NM_003059,SLC22A4
205898_at,U20350,CX3CR1
205899_at,NM_003914,CCNA1
205900_at,NM_006121,KRT1
205901_at,NM_006228,PNOC
205903_s_at,NM_002249,KCNN3
205904_at,NM_000247,MICA
205906_at,NM_001454,FOXJ1
205907_s_at,AI765819,OMD
205909_at,NM_002692,POLE2
205910_s_at,NM_001807,CEL
205911_at,NM_000316,PTH1R
205912_at,NM_000936,PNLIP
205913_at,NM_002666,PLIN1
205914_s_at,NM_007327,GRIN1
205916_at,NM_002963,S100A7
205917_at,NM_003417,ZNF264
205918_at,NM_005070,SLC4A3
205919_at,NM_005330,HBE1
205921_s_at,U16120,SLC6A6
205922_at,NM_004665,VNN2
205923_at,NM_005045,RELN
205924_at,BC005035,RAB3B
205927_s_at,NM_001910,CTSE
205928_at,NM_005815,ZNF443
205929_at,NM_005814,GPA33
205930_at,NM_005513,GTF2E1
205931_s_at,NM_004904,CREB5 /// LOC401317
205932_s_at,NM_002448,MSX1
205934_at,NM_006226,PLCL1
205935_at,NM_001451,FOXF1
205936_s_at,NM_002115,HK3
205937_at,NM_006569,CGREF1
205939_at,NM_000765,CYP3A7 /// CYP3A7-CYP3AP1
205940_at,NM_002470,MYH3
205943_at,NM_005651,TDO2
205944_s_at,NM_007098,CLTCL1
205945_at,NM_000565,IL6R
205946_at,X95097,VIPR2
205948_at,NM_007050,PTPRT
205949_at,M33987,CA1
205952_at,NM_002246,KCNK3
205954_at,NM_006917,RXRG
205957_at,NM_005393,PLXNB3
205959_at,NM_002427,MMP13
205960_at,NM_002612,PDK4
205961_s_at,NM_004682,PSIP1
205962_at,NM_002577,PAK2
205963_s_at,NM_005147,DNAJA3
205965_at,NM_006399,BATF
205966_at,NM_005645,TAF13
205967_at,NM_003542,HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4
205968_at,NM_002252,KCNS3
205969_at,NM_001086,AADAC
205970_at,NM_005954,MT3
205971_s_at,NM_001906,CTRB1 /// CTRB2
205972_at,NM_006841,SLC38A3
205975_s_at,NM_024501,HOXD1
205977_s_at,NM_005232,EPHA1
205978_at,NM_004795,KL
205979_at,NM_002407,SCGB2A1
205980_s_at,NM_015366,ARHGAP8 /// PRR5-ARHGAP8
205981_s_at,NM_001564,ING2
205983_at,NM_004413,DPEP1
205984_at,NM_001882,CRHBP
205985_x_at,NM_000085,CLCNKB
205986_at,NM_004920,AATK
205987_at,NM_001765,CD1C
205988_at,NM_003874,CD84
205989_s_at,NM_002433,MOG
205990_s_at,NM_003392,WNT5A
205991_s_at,NM_006902,PRRX1
205992_s_at,NM_000585,IL15
205997_at,NM_021778,ADAM28
205999_x_at,AF182273,CYP3A4
206000_at,NM_005588,MEP1A
206001_at,NM_000905,NPY
206002_at,NM_005756,GPR64
206004_at,NM_003245,TGM3
206007_at,NM_005807,PRG4
206008_at,NM_000359,TGM1
206009_at,NM_002207,ITGA9
206010_at,NM_004132,HABP2
206012_at,NM_003240,LEFTY1 /// LEFTY2
206013_s_at,NM_016188,ACTL6B
206018_at,NM_005249,FOXG1
206021_at,NM_022050,SCAND2P
206022_at,NM_000266,NDP
206023_at,NM_006681,NMU
206024_at,NM_002150,HPD
206026_s_at,NM_007115,TNFAIP6
206027_at,NM_002960,S100A3
206028_s_at,NM_006343,MERTK
206029_at,NM_014391,ANKRD1
206030_at,NM_000049,ASPA
206031_s_at,NM_003481,USP5
206032_at,AI797281,DSC3
206034_at,NM_002640,SERPINB8
206035_at,NM_002908,REL
206037_at,NM_004059,CCBL1
206038_s_at,NM_003298,NR2C2
206039_at,NM_004794,RAB33A
206042_x_at,NM_022804,SNRPN /// SNURF
206044_s_at,NM_004333,BRAF /// KIAA1549
206045_s_at,NM_003787,NOL4
206046_at,NM_003812,ADAM23
206047_at,NM_002075,GNB3
206048_at,NM_021220,OVOL2
206049_at,NM_003005,SELP
206050_s_at,NM_002939,RNH1
206051_at,NM_021952,ELAVL4
206052_s_at,NM_006527,SLBP
206054_at,NM_000893,KNG1
206055_s_at,NM_003090,SNRPA1
206058_at,U27699,SLC6A12
206059_at,NM_003430,ZNF91
206060_s_at,NM_015967,PTPN22
206064_s_at,NM_014337,PPIL2
206065_s_at,NM_001385,DPYS
206066_s_at,NM_002876,RAD51C
206067_s_at,NM_024426,WT1
206068_s_at,AI367275,ACADL
206070_s_at,AF213459,EPHA3
206072_at,NM_003353,UCN
206073_at,AF057036,COLQ
206074_s_at,NM_002131,HMGA1
206077_at,NM_000420,KEL
206078_at,NM_007064,KALRN
206079_at,NM_001821,CHML
206081_at,NM_004727,SLC24A1
206082_at,NM_006674,HCP5
206083_at,NM_001702,BAI1
206089_at,NM_006157,NELL1
206090_s_at,NM_018662,DISC1 /// TSNAX-DISC1
206091_at,NM_002381,MATN3
206092_x_at,NM_016434,RTEL1
206094_x_at,NM_001072,UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9
206095_s_at,NM_006625,SRSF10
206096_at,AI809774,ZNF35
206097_at,NM_007105,SLC22A18AS
206098_at,NM_006626,ZBTB6
206099_at,NM_006255,PRKCH
206100_at,NM_001874,CPM
206101_at,NM_001393,ECM2
206103_at,NM_005052,RAC3
206104_at,NM_002202,ISL1
206105_at,NM_002025,AFF2
206106_at,AL022328,MAPK12
206107_at,NM_003834,RGS11
206109_at,NM_000148,FUT1
206110_at,NM_003536,HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J
206111_at,NM_002934,RNASE2
206112_at,NM_019644,ANKRD7
206114_at,NM_004438,EPHA4
206115_at,NM_004430,EGR3
206118_at,NM_003151,STAT4
206119_at,NM_001713,BHMT
206120_at,NM_001772,CD33
206121_at,NM_000036,AMPD1
206122_at,NM_006942,SOX15
206123_at,D50550,LLGL1
206125_s_at,NM_007196,KLK8
206126_at,NM_001716,CXCR5
206127_at,NM_005230,ELK3
206128_at,AI264306,ADRA2C
206129_s_at,NM_000046,ARSB
206130_s_at,NM_001181,ASGR2
206131_at,NM_001832,CLPS
206132_at,NM_002387,MCC
206133_at,NM_017523,XAF1
206134_at,NM_014479,ADAMDEC1
206136_at,NM_003468,FZD5
206139_at,NM_002651,PI4KB
206140_at,NM_004789,LHX2
206141_at,NM_014484,MOCS3
206142_at,NM_003436,ZNF135
206143_at,NM_000111,SLC26A3
206144_at,NM_004742,MAGI1
206145_at,NM_000324,RHAG
206147_x_at,NM_006089,SCML2
206148_at,NM_002183,IL3RA
206149_at,NM_022097,CHP2
206150_at,NM_001242,CD27
206151_x_at,NM_007352,CELA3B
206153_at,NM_021187,CYP4F11
206154_at,NM_000326,RLBP1
206155_at,NM_000392,ABCC2
206156_at,NM_005268,GJB5
206157_at,NM_002852,PTX3
206158_s_at,NM_003418,CNBP
206159_at,NM_004962,GDF10
206160_at,NM_006789,APOBEC2
206161_s_at,AI659957,SYT5
206163_at,NM_005584,MAB21L1 /// MIR548F5
206165_s_at,NM_006536,CLCA2
206167_s_at,NM_001174,ARHGAP6
206170_at,NM_000024,ADRB2
206171_at,NM_000677,ADORA3
206172_at,NM_000640,IL13RA2
206173_x_at,NM_002041,GABPB1
206174_s_at,NM_002721,PPP6C
206175_x_at,NM_013360,ZNF222
206176_at,NM_001718,BMP6
206177_s_at,NM_000045,ARG1
206178_at,NM_000929,PLA2G5
206179_s_at,NM_007030,TPPP
206181_at,NM_003037,SLAMF1
206182_at,NM_003435,ZNF134
206183_s_at,NM_014606,HERC3 /// LOC101929134
206184_at,NM_005207,CRKL
206185_at,NM_001887,CRYBB1
206186_at,NM_001932,MPP3
206187_at,NM_000960,PTGIR
206189_at,NM_003728,UNC5C
206190_at,NM_005291,GPR17
206191_at,NM_001248,ENTPD3
206192_at,L20815,CDSN
206194_at,AW299598,HOXC4
206196_s_at,NM_006695,RUNDC3A
206197_at,NM_003551,NME5
206200_s_at,NM_001157,ANXA11
206201_s_at,NM_005924,MEOX2
206203_at,NM_002903,RCVRN
206204_at,NM_004490,GRB14
206206_at,NM_005582,CD180
206207_at,NM_001828,CLC
206209_s_at,NM_000717,CA4
206210_s_at,NM_000078,CETP
206211_at,NM_000450,SELE
206212_at,NM_001869,CPA2
206213_at,NM_003394,WNT10B
206214_at,NM_005084,PLA2G7
206215_at,NM_002545,OPCML
206216_at,NM_014370,SRPK3
206217_at,NM_001399,EDA
206218_at,NM_002364,MAGEB2
206219_s_at,NM_005428,VAV1
206220_s_at,NM_007368,RASA3
206222_at,NM_003841,TNFRSF10C
206224_at,NM_001898,CST1
206227_at,NM_003613,CILP
206230_at,NM_005568,LHX1
206231_at,NM_002248,KCNN1
206233_at,AF097159,B4GALT6
206234_s_at,NM_016155,MMP17
206235_at,NM_002312,LIG4
206236_at,NM_005282,GPR4
206238_s_at,NM_005748,YAF2
206239_s_at,NM_003122,SPINK1
206240_s_at,NM_003437,ZNF136
206241_at,NM_002269,KPNA5
206242_at,NM_003963,TM4SF5
206243_at,NM_003256,TIMP4
206246_at,NM_004567,PFKFB4
206247_at,NM_005931,MICB
206248_at,NM_005400,PRKCE
206249_at,NM_004721,MAP3K13
206251_s_at,NM_000706,AVPR1A
206253_at,NM_001364,DLG2
206254_at,NM_001963,EGF
206255_at,NM_001715,BLK
206256_at,NM_001308,CPN1
206258_at,NM_013305,ST8SIA5
206259_at,NM_000312,PROC
206260_at,NM_003241,TGM4
206261_at,NM_005674,ZNF239
206262_at,NM_000669,ADH1C
206263_at,NM_002022,FMO4
206267_s_at,NM_002378,MATK
206268_at,NM_020997,LEFTY1
206269_at,AB026493,GCM1
206270_at,NM_002739,PRKCG
206271_at,NM_003265,TLR3
206272_at,NM_006542,RAB4A /// SPHAR
206273_at,NM_006553,SLMO1
206276_at,NM_003695,LY6D
206277_at,NM_002564,P2RY2
206278_at,D10202,PTAFR
206279_at,NM_002760,PRKY
206280_at,NM_004934,CDH18
206281_at,NM_001117,ADCYAP1
206282_at,NM_002500,NEUROD1
206283_s_at,NM_003189,TAL1
206285_at,NM_000272,NPHP1
206286_s_at,NM_003212,TDGF1 /// TDGF1P3
206288_at,NM_005023,PGGT1B
206289_at,NM_002141,HOXA4
206290_s_at,NM_002924,RGS7
206291_at,NM_006183,NTS
206292_s_at,NM_003167,SULT2A1
206294_at,NM_000198,HSD3B2
206295_at,NM_001562,IL18
206297_at,NM_007272,CTRC
206301_at,NM_003215,TEC
206304_at,NM_004997,MYBPH
206305_s_at,NM_000562,C8A
206306_at,NM_001036,RYR3
206308_at,AJ223333,TRDMT1
206309_at,NM_007015,LECT1
206310_at,NM_021114,SPINK2
206311_s_at,NM_000928,PLA2G1B
206312_at,NM_004963,GUCY2C
206313_at,NM_002119,HLA-DOA
206314_at,NM_018651,ZKSCAN7
206315_at,NM_004750,CRLF1
206317_s_at,NM_007188,ABCB8
206318_at,NM_020398,EPPIN /// EPPIN-WFDC6
206320_s_at,NM_005905,SMAD9
206321_at,NM_002918,RFX1
206322_at,NM_003490,SYN3
206323_x_at,NM_002547,OPHN1
206324_s_at,NM_014326,DAPK2
206325_at,NM_001756,SERPINA6
206326_at,NM_002091,GRP
206327_s_at,NM_004933,CDH15
206329_at,NM_004455,EXTL1
206330_s_at,NM_016848,SHC3
206331_at,NM_005795,CALCRL
206332_s_at,NM_005531,IFI16
206333_at,NM_002442,MSI1
206334_at,NM_004190,LIPF
206335_at,NM_000512,GALNS
206336_at,NM_002993,CXCL6
206337_at,NM_001838,CCR7
206338_at,NM_001420,ELAVL3
206339_at,NM_004291,CARTPT
206340_at,NM_005123,NR1H4
206343_s_at,NM_013959,NRG1
206344_at,U53784,PON1
206346_at,NM_000949,PRLR
206349_at,NM_005097,LGI1
206350_at,NM_001639,APCS
206353_at,NM_005205,COX6A2
206354_at,NM_019844,SLCO1B3
206355_at,R20102,GNAL
206358_at,NM_002761,PRM1
206361_at,NM_004778,PTGDR2
206362_x_at,NM_002446,MAP3K10
206365_at,NM_002995,XCL1
206367_at,NM_000537,REN
206368_at,NM_006650,CPLX2
206370_at,NM_002649,PIK3CG
206371_at,NM_000804,FOLR3
206372_at,NM_002469,MYF6
206373_at,NM_003412,ZIC1
206374_at,NM_004420,DUSP8 /// LOC101927562
206375_s_at,NM_006308,HSPB3
206377_at,NM_001452,FOXF2
206378_at,NM_002411,SCGB2A2
206379_at,NM_001990,EYA3
206380_s_at,NM_002621,CFP
206381_at,NM_021007,SCN2A
206382_s_at,NM_001709,BDNF
206384_at,NM_006539,CACNG3
206385_s_at,NM_020987,ANK3
206386_at,NM_000354,SERPINA7
206387_at,U51096,CDX2
206388_at,U36798,PDE3A
206390_x_at,NM_002619,PF4
206393_at,NM_003282,TNNI2
206394_at,NM_004533,MYBPC2
206395_at,NM_001346,DGKG
206397_x_at,NM_001492,CERS1 /// GDF1
206398_s_at,NM_001770,CD19
206400_at,NM_002307,LGALS7 /// LGALS7B
206404_at,NM_002010,FGF9
206405_x_at,NM_004505,USP32 /// USP6
206406_at,NM_030663,SMCP
206407_s_at,NM_005408,CCL13
206409_at,NM_003253,TIAM1
206410_at,NM_021969,NR0B2
206411_s_at,NM_007314,ABL2
206412_at,NM_005246,FER
206413_s_at,NM_004918,TCL1B
206414_s_at,NM_003887,ASAP2
206415_at,AI769310,TLL1
206416_at,NM_003456,ZNF205
206417_at,NM_000087,CNGA1
206418_at,NM_007052,NOX1
206419_at,NM_005060,RORC
206420_at,NM_005849,IGSF6
206421_s_at,NM_003784,SERPINB7
206422_at,NM_002054,GCG
206423_at,NM_021146,ANGPTL7
206424_at,NM_000783,CYP26A1
206425_s_at,NM_003305,TRPC3
206426_at,NM_005511,MLANA
206429_at,NM_005242,F2RL1
206430_at,NM_001804,CDX1
206432_at,NM_005328,HAS2
206434_at,NM_016950,SPOCK3
206436_at,NM_001585,MPPED1
206437_at,NM_003775,S1PR4
206439_at,NM_004950,EPYC
206440_at,NM_004664,LIN7A
206442_at,NM_003007,SEMG1
206443_at,NM_006914,RORB
206444_at,NM_000924,PDE1B
206445_s_at,NM_001536,PRMT1
206446_s_at,NM_001971,CELA2A /// CELA2B
206449_s_at,NM_001879,MASP1
206450_at,NM_000787,DBH
206454_s_at,AA058836,RHO
206457_s_at,NM_000792,DIO1
206458_s_at,NM_024494,WNT2B
206461_x_at,NM_005951,MT1H
206462_s_at,NM_002530,NTRK3
206463_s_at,NM_005794,DHRS2
206464_at,NM_001721,BMX
206465_at,BE856376,ACSBG1
206467_x_at,NM_003823,RTEL1-TNFRSF6B /// TNFRSF6B
206468_s_at,NM_015935,METTL13
206469_x_at,NM_012067,AKR7A3
206471_s_at,NM_005761,PLXNC1
206472_s_at,NM_005078,TLE3
206474_at,NM_002595,CDK17
206476_s_at,AI040329,NOVA2
206480_at,NM_000897,LTC4S
206481_s_at,NM_001290,LDB2
206482_at,NM_005975,PTK6
206483_at,NM_012472,LRRC6
206485_at,NM_014207,CD5
206486_at,NM_002286,LAG3
206488_s_at,NM_000072,CD36
206490_at,NM_004746,DLGAP1
206491_s_at,NM_003827,NAPA
206492_at,NM_002012,FHIT
206493_at,NM_000419,ITGA2B
206498_at,NM_000275,OCA2
206499_s_at,NM_001269,RCC1
206502_s_at,NM_002196,INSM1
206504_at,NM_000782,CYP24A1
206505_at,NM_021139,UGT2B4
206508_at,NM_001252,CD70
206509_at,NM_002652,PIP
206511_s_at,NM_016932,SIX2
206512_at,NM_005083,SRP19 /// ZRSR1
206513_at,NM_004833,AIM2
206515_at,NM_000896,CYP4F3
206516_at,NM_000479,AMH /// MIR4321
206517_at,NM_004062,CDH16
206518_s_at,NM_003835,RGS9
206521_s_at,NM_015859,GTF2A1
206522_at,NM_004668,MGAM
206523_at,NM_004227,CYTH3
206524_at,NM_003181,T
206525_at,NM_002042,GABRR1
206527_at,NM_000663,ABAT
206529_x_at,NM_000441,SLC26A4
206530_at,NM_014488,RAB30
206531_at,NM_004647,DPF1
206533_at,NM_000745,CHRNA5
206534_at,NM_000833,GRIN2A
206535_at,NM_000340,SLC2A2
206536_s_at,U32974,XIAP
206538_at,NM_012219,MRAS
206539_s_at,NM_023944,CYP4F12
206541_at,NM_000892,KLKB1
206545_at,NM_006139,CD28
206546_at,NM_014258,SYCP2
206547_s_at,NM_006240,PPEF1
206549_at,NM_002195,INSL4
206550_s_at,NM_004298,NUP155
206552_s_at,NM_003182,TAC1
206554_x_at,NM_006515,SETMAR
206556_at,NM_014410,CLUL1
206558_at,NM_005069,SIM2
206559_x_at,NM_001403,
206560_s_at,NM_006533,MIA
206561_s_at,NM_020299,AKR1B10
206562_s_at,NM_001892,CSNK1A1
206563_s_at,AF348323,OPRL1
206565_x_at,NM_006780,SMA4
206566_at,NM_003045,SLC7A1
206567_s_at,NM_016436,PHF20
206568_at,NM_003284,TNP1
206569_at,NM_006850,IL24
206570_s_at,NM_002785,PSG11
206571_s_at,NM_004834,MAP4K4
206572_x_at,NM_003429,ZNF85
206573_at,NM_004519,KCNQ3
206575_at,NM_003159,CDKL5
206576_s_at,NM_001712,CEACAM1
206577_at,NM_003381,VIP
206578_at,NM_004387,NKX2-5
206579_at,NM_006298,ZKSCAN8
206580_s_at,NM_016938,EFEMP2
206581_at,NM_001717,BNC1
206585_at,NM_005664,MKRN3
206586_at,NM_001841,CNR2
206587_at,NM_006584,CCT6B
206588_at,NM_001351,DAZL
206589_at,NM_005263,GFI1
206591_at,NM_000448,RAG1
206592_s_at,NM_003938,AP3D1
206593_s_at,NM_006752,MED22
206595_at,NM_001323,CST6
206596_s_at,M81840,NRL
206598_at,NM_000207,INS
206602_s_at,NM_006898,HOXD3 /// HOXD4 /// LOC401021
206603_at,NM_001042,SLC2A4
206604_at,NM_004561,OVOL1
206605_at,NM_006025,ENDOU
206606_at,NM_000236,LIPC
206607_at,NM_005188,CBL
206608_s_at,NM_020366,RPGRIP1
206609_at,NM_005462,MAGEC1
206610_s_at,NM_000128,F11
206612_at,NM_000727,CACNG1
206613_s_at,NM_005681,TAF1A
206614_at,NM_000557,GDF5
206615_s_at,NM_021723,ADAM22
206617_s_at,NM_002910,RENBP
206618_at,NM_003855,IL18R1
206619_at,NM_014420,DKK4
206620_at,NM_006613,GRAP
206621_s_at,NM_022170,EIF4H
206622_at,NM_007117,TRH
206623_at,NM_000440,PDE6A
206624_at,NM_004654,USP9Y
206625_at,NM_000322,PRPH2
206627_s_at,NM_005635,SSX1
206628_at,NM_000343,SLC5A1
206630_at,NM_000372,TYR
206631_at,NM_000956,PTGER2
206632_s_at,NM_004900,APOBEC3B
206633_at,NM_000079,CHRNA1
206634_at,NM_005413,SIX3
206635_at,NM_000748,CHRNB2
206636_at,NM_006506,RASA2
206638_at,NM_000867,HTR2B
206639_x_at,NM_002159,HTN1
206640_x_at,NM_001477,GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE2A /// GAGE2C /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7
206641_at,NM_001192,TNFRSF17
206642_at,NM_001942,DSG1
206643_at,NM_002108,HAL
206644_at,NM_000475,NR0B1
206646_at,NM_005269,GLI1
206647_at,NM_005332,HBZ
206649_s_at,NM_006521,TFE3
206651_s_at,NM_016413,CPB2
206653_at,BF062139,POLR3G
206656_s_at,BC000353,APMAP
206660_at,NM_020070,IGLL1
206662_at,NM_002064,GLRX
206663_at,NM_003112,SP4
206664_at,NM_001041,SI
206666_at,NM_002104,GZMK
206671_at,NM_000541,SAG
206672_at,NM_000486,AQP2
206673_at,NM_007223,GPR176
206674_at,NM_004119,FLT3
206676_at,M33326,CEACAM8
206677_at,NM_002277,KRT31
206678_at,NM_000806,GABRA1
206679_at,NM_001163,APBA1
206680_at,NM_005894,CD5L
206681_x_at,NM_001502,GP2
206682_at,NM_006344,CLEC10A
206683_at,NM_003447,ZNF165
206684_s_at,NM_006856,ATF7
206686_at,NM_002610,PDK1
206687_s_at,NM_002831,PTPN6
206688_s_at,NM_006693,CPSF4
206689_x_at,NM_006388,KAT5
206690_at,NM_001094,ASIC2
206691_s_at,NM_006849,PDIA2
206692_at,NM_002241,KCNJ10
206693_at,NM_000880,IL7
206694_at,NM_006229,PNLIPRP1
206695_x_at,NM_003423,ZNF43
206696_at,NM_000273,GPR143
206697_s_at,NM_005143,HP
206698_at,NM_021083,XK
206699_x_at,NM_002517,NPAS1
206700_s_at,NM_004653,KDM5D
206702_at,NM_000459,TEK
206703_at,NM_000747,CHRNB1
206704_at,NM_000084,CLCN5
206705_at,NM_003322,TULP1
206706_at,NM_002527,NTF3
206708_at,NM_002158,FOXN2
206709_x_at,NM_005309,GPT
206711_at,NM_004709,TMEM257
206714_at,NM_001141,ALOX15B
206715_at,NM_012252,TFEC
206716_at,NM_003361,UMOD
206717_at,NM_002472,MYH8
206718_at,NM_002315,LMO1
206719_at,NM_012451,SYNGR4
206720_at,NM_002410,MGAT5
206723_s_at,AF011466,LPAR2
206724_at,NM_003655,CBX4
206726_at,NM_014485,HPGDS
206727_at,K02766,C9
206729_at,NM_001243,TNFRSF8
206730_at,NM_007325,GRIA3
206733_at,NM_003323,TULP2
206734_at,NM_003772,JRKL
206735_at,NM_000744,CHRNA4
206737_at,NM_004626,WNT11
206738_at,NM_001646,APOC2 /// APOC4 /// APOC4-APOC2
206739_at,NM_018953,HOXC5
206741_at,NM_015931,SSUH2
206742_at,NM_004469,FIGF /// PIR-FIGF
206743_s_at,NM_001671,ASGR1
206744_s_at,NM_014242,ZMYM5
206745_at,NM_014212,HOXC11
206746_at,NM_001195,BFSP1
206749_at,NM_001764,CD1B
206750_at,NM_002360,MAFK
206751_s_at,NM_004845,PCYT1B
206752_s_at,NM_004402,DFFB
206753_at,AF086735,RDH16
206754_s_at,NM_000767,CYP2B6 /// CYP2B7P
206756_at,NM_019886,CHST7
206757_at,NM_001083,PDE5A
206758_at,NM_001956,EDN2
206760_s_at,NM_002002,FCER2
206761_at,NM_005816,CD96
206762_at,NM_002234,KCNA5
206763_at,NM_003602,FKBP6
206765_at,AF153820,KCNJ2
206766_at,AF112345,ITGA10
206767_at,NM_014483,RBMS3
206768_at,NM_005061,RPL3L
206769_at,NM_004202,TMSB4Y
206770_s_at,NM_012243,SLC35A3
206771_at,NM_006953,UPK3A
206772_at,NM_005048,PTH2R
206773_at,NM_002347,LY6H
206775_at,NM_001081,CUBN
206777_s_at,NM_000496,CRYBB2 /// CRYBB2P1
206779_s_at,NM_004043,ASMT
206780_at,NM_000818,GAD2
206783_at,BF510715,FGF4
206784_at,NM_001169,AQP8
206785_s_at,NM_002260,KLRC1 /// KLRC2
206786_at,NM_000200,HTN3
206787_at,NM_001726,BRDT
206789_s_at,NM_002697,POU2F1
206790_s_at,NM_004545,NDUFB1
206791_s_at,BF511742,LOC729966 /// PDE4C
206793_at,NM_002686,PNMT
206794_at,NM_005235,ERBB4
206795_at,NM_004101,F2RL2
206796_at,NM_003882,WISP1
206797_at,NM_000015,NAT2
206799_at,NM_006551,SCGB1D2
206800_at,NM_005957,MTHFR
206801_at,NM_002521,NPPB
206803_at,NM_024411,PDYN
206804_at,NM_000073,CD3G
206805_at,NM_006080,SEMA3A
206806_at,NM_004717,DGKI
206807_s_at,NM_017482,ADD2
206810_at,NM_016264,LOC101060181 /// ZNF44
206811_at,NM_001115,ADCY8
206812_at,NM_000025,ADRB3
206813_at,NM_001330,CTF1
206814_at,NM_002506,NGF
